gate,svd_dim,split_seed,model_seed,model,attack,attack_family,delta_bal_acc,fire_exact,fire_union__I_X,fire_union__I_XF,fire_union__I_Ym,fire_union__I_XFY,fire_family__I_X,fire_family__I_XF,fire_family__I_Ym,fire_family__I_XFY,decision__I_X__serve_always,decision__I_X__union_uncalibrated,decision__I_X__family_calibrated,decision__I_X__family_calibrated_strict,decision__I_XF__serve_always,decision__I_XF__union_uncalibrated,decision__I_XF__family_calibrated,decision__I_XF__family_calibrated_strict,decision__I_Ym__serve_always,decision__I_Ym__union_uncalibrated,decision__I_Ym__family_calibrated,decision__I_Ym__family_calibrated_strict,decision__I_XFY__serve_always,decision__I_XFY__union_uncalibrated,decision__I_XFY__family_calibrated,decision__I_XFY__family_calibrated_strict,decision__I_XFY_trusted__serve_always,decision__I_XFY_trusted__union_uncalibrated,decision__I_XFY_trusted__family_calibrated,decision__I_XFY_trusted__family_calibrated_strict
gate2_id_256,8,44,43,qsvc_zz_r1,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,8,44,43,qsvc_zz_r1,mean_shift_pf_delta_0.100,covariate_shift,-0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,44,43,qsvc_zz_r1,scaling_drift_alpha_0.020,covariate_shift,0.0,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,44,43,qsvc_zz_r1,scaling_drift_alpha_0.050,covariate_shift,0.2109375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,44,43,qsvc_zz_r1,scaling_drift_alpha_0.100,covariate_shift,0.24609375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,feature_dropout_p_0.020,pipeline,0.0,False,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,allow,allow,allow
gate2_id_256,8,45,42,qsvc_zz_r1,feature_dropout_p_0.050,pipeline,-0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,feature_dropout_p_0.100,pipeline,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,feature_sign_flip_p_0.020,corruption,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,feature_sign_flip_p_0.050,corruption,0.0703125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,feature_sign_flip_p_0.100,corruption,0.18359375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.050,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.100,target_shift,0.0546875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_r_0.020,target_shift,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_r_0.050,target_shift,0.044437767094017144,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,label_flip_r_0.100,target_shift,0.052299431887645964,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,mean_shift_pf_delta_0.020,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,mean_shift_pf_delta_0.050,covariate_shift,0.1015625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,mean_shift_pf_delta_0.100,covariate_shift,0.04296875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,scaling_drift_alpha_0.020,covariate_shift,-0.01171875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,scaling_drift_alpha_0.050,covariate_shift,0.01953125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,42,qsvc_zz_r1,scaling_drift_alpha_0.100,covariate_shift,0.27734375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_dropout_p_0.020,pipeline,-0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_dropout_p_0.050,pipeline,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_dropout_p_0.100,pipeline,0.01953125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_sign_flip_p_0.020,corruption,0.02734375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_sign_flip_p_0.050,corruption,0.0859375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,feature_sign_flip_p_0.100,corruption,0.10546875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.020,target_shift,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.050,target_shift,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.100,target_shift,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_r_0.020,target_shift,0.020940170940170977,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_r_0.050,target_shift,0.03363858363858363,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,label_flip_r_0.100,target_shift,0.04173533540865537,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,mean_shift_pf_delta_0.020,covariate_shift,-0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,8,45,43,qsvc_zz_r1,mean_shift_pf_delta_0.100,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,scaling_drift_alpha_0.020,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,scaling_drift_alpha_0.050,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,45,43,qsvc_zz_r1,scaling_drift_alpha_0.100,covariate_shift,0.2421875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,feature_dropout_p_0.020,pipeline,0.0,False,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,allow,allow,allow
gate2_id_256,8,46,42,qsvc_zz_r1,feature_dropout_p_0.050,pipeline,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,feature_dropout_p_0.100,pipeline,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,feature_sign_flip_p_0.020,corruption,0.03125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,feature_sign_flip_p_0.050,corruption,0.078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,feature_sign_flip_p_0.100,corruption,0.078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.050,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_prior_preserving_r_0.100,target_shift,0.0703125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_r_0.020,target_shift,0.020641597985348037,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_r_0.050,target_shift,0.015597282542207047,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,label_flip_r_0.100,target_shift,0.04215449755580147,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,8,46,42,qsvc_zz_r1,mean_shift_pf_delta_0.050,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,mean_shift_pf_delta_0.100,covariate_shift,0.0390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,scaling_drift_alpha_0.020,covariate_shift,0.01171875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,scaling_drift_alpha_0.050,covariate_shift,0.1796875,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,42,qsvc_zz_r1,scaling_drift_alpha_0.100,covariate_shift,0.22265625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_dropout_p_0.020,pipeline,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_dropout_p_0.050,pipeline,0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_dropout_p_0.100,pipeline,0.03125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_sign_flip_p_0.020,corruption,0.046875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_sign_flip_p_0.050,corruption,0.08984375,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,feature_sign_flip_p_0.100,corruption,0.078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.020,target_shift,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.050,target_shift,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_prior_preserving_r_0.100,target_shift,0.0625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_r_0.020,target_shift,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_r_0.050,target_shift,0.028810859279609247,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,label_flip_r_0.100,target_shift,0.04414517907281934,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,8,46,43,qsvc_zz_r1,mean_shift_pf_delta_0.050,covariate_shift,0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,mean_shift_pf_delta_0.100,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,scaling_drift_alpha_0.020,covariate_shift,0.01953125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,8,46,43,qsvc_zz_r1,scaling_drift_alpha_0.050,covariate_shift,0.265625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
